type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,duration_int,duration_type,year_added_scaled
0,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,2016-05-06,2016,9,60 min,Stand-Up Comedy,2016.0,5.0,60,min,0.018623981771731243
0,Death House,Harrison Smith,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",United States,2019-05-05,2017,6,88 min,Horror Movies,2019.0,5.0,88,min,0.05404249988185286
0,Family Blood,Sonny Mallhi,"James Ransone, Vinessa Shaw, Ajiona Alexus, Colin Ford",United States,2018-05-05,2018,9,92 min,Horror Movies,2018.0,5.0,92,min,0.042236327178478986
1,Miss Dynamite,No Info,"Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra",Mexico,2018-05-05,2015,7,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2018.0,5.0,1,Season,0.042236327178478986
0,Pup Star: World Tour,Robert Vince,"Jed Ress, Makenzie Moss, Denisse Ojeda, Reggie De Leon, David DeLuise, Kaitlyn Maher, Jorge Diaz, George Newbern, Diedrich Bader, Mackenzie Sol","Canada, Japan, United States",2018-05-05,2018,0,87 min,"Children & Family Movies, Comedies, Music & Musicals",2018.0,5.0,87,min,0.042236327178478986
0,Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",United States,2017-05-05,2017,9,81 min,Comedies,2017.0,5.0,81,min,0.030430154475105116
0,Simplemente Manu NNa,"Jan Suter, Raúl Campos",Manu NNa,Mexico,2017-05-05,2017,9,72 min,Stand-Up Comedy,2017.0,5.0,72,min,0.030430154475105116
0,The Mars Generation,Michael Barnett,"Neil deGrasse Tyson, Bill Nye, Michio Kaku",United States,2017-05-05,2017,10,98 min,"Children & Family Movies, Documentaries",2017.0,5.0,98,min,0.030430154475105116
1,What Happens to My Family,No Info,"Settar Tanrıöğen, Uraz Kaygılaroğlu, Berna Koraltürk, Melis Tüzüngüç, Özgün Karaman, Tülay Bursa, Tolga Pancaroğlu, Ertunç Tuncer, Cansu Gültekin",Turkey,2017-05-05,2016,7,1 Season,"International TV Shows, TV Comedies, TV Dramas",2017.0,5.0,1,Season,0.030430154475105116
0,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,2016-05-05,2015,2,86 min,"Comedies, LGBTQ Movies",2016.0,5.0,86,min,0.018623981771731243
0,Just Another Love Story,Ole Bornedal,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas, Charlotte Fich, Dejan Cukic, Karsten Jansfort, Flemming Enevold, Bent Mejding, Ewa Fröling, Josephine Raahauge, Timm Vladimir, Ditte Hansen",Denmark,2009-05-05,2007,2,104 min,"Dramas, International Movies",2009.0,5.0,104,min,-0.06401922715188588
1,A Little Help with Carol Burnett,No Info,"Carol Burnett, Russell Peters, Mark Cuban, Taraji P. Henson, Brittany Snow, Wanda Sykes, Derek Hough, Billy Eichner, Lisa Kudrow, Candace Cameron Bure, DJ Khaled, Tony Hale, Julie Bowen",United States,2018-05-04,2018,8,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018.0,5.0,1,Season,0.042236327178478986
0,Anon,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares","Germany, United States, Canada",2018-05-04,2018,9,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers",2018.0,5.0,100,min,0.042236327178478986
0,Dany Boon: Des Hauts De France,Isabelle Nanty,Dany Boon,France,2018-05-04,2018,9,113 min,Stand-Up Comedy,2018.0,5.0,113,min,0.042236327178478986
0,End Game,"Rob Epstein, Jeffrey Friedman",,United States,2018-05-04,2018,10,40 min,Documentaries,2018.0,5.0,40,min,0.042236327178478986
0,Forgive Us Our Debts,Antonio Morabito,"Marco Giallini, Claudio Santamaria, Jerzy Stuhr, Flonja Kodheli","Italy, Switzerland, Albania, Poland",2018-05-04,2018,9,105 min,"Dramas, International Movies",2018.0,5.0,105,min,0.042236327178478986
0,Lo más sencillo es complicarlo todo,Rene Bueno,"Danna Paola, Marjorie De Sousa, Alosian Vivancos, Daniela Wong, Lalo Brito, Eduardo Tanús, Paulina Matos, Fernando Sarfati, Lorena San Martín, Consuelo Vega",Mexico,2018-05-04,2018,10,94 min,"Comedies, International Movies, Romantic Movies",2018.0,5.0,94,min,0.042236327178478986
0,Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","China, Hong Kong",2018-05-04,2017,9,109 min,"Action & Adventure, International Movies",2018.0,5.0,109,min,0.042236327178478986
0,No Estoy Loca,Nicolás López,"Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen, Gabriela Hernandez, Fernanda Urrejola, Luis Pablo Román, Loreto Aravena, Ariel Levy, Ignacia Allamand, Ramón Llao",Chile,2018-05-04,2018,9,116 min,"Comedies, Dramas, International Movies",2018.0,5.0,116,min,0.042236327178478986
0,Thi Mai,Patricia Ferreira,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira, Eric Nguyen, Pedro Casablanc, José Troncoso, José Burgos, Ana López, Pedro Miguel Martínez, Nguyen Ngan Ha",Spain,2018-05-04,2017,7,99 min,"Comedies, Dramas, International Movies",2018.0,5.0,99,min,0.042236327178478986
1,Pasión de Gavilanes,No Info,"Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano","Colombia, United States",2017-05-04,2003,7,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2017.0,5.0,1,Season,0.030430154475105116
0,Always Be My Maybe,Nahnatchka Khan,"Ali Wong, Randall Park, James Saito, Michelle Buteau, Vivian Bang, Keanu Reeves, Susan Park, Daniel Dae Kim, Karan Soni, Charlyne Yi",United States,2019-05-31,2019,5,102 min,"Comedies, Romantic Movies",2019.0,5.0,102,min,0.05404249988185286
0,C Kkompany,Sachin Yardi,"Mahesh Bhatt, Mithun Chakraborty, G.K. Desai, Celina Jaitly, Karan Johar, Ekta Kapoor, Tusshar Kapoor, Anupam Kher, Ashok Pandit, Lalit Parashar, Raima Sen, Rajpal Yadav",India,2019-05-31,2008,7,127 min,"Action & Adventure, Comedies, International Movies",2019.0,5.0,127,min,0.05404249988185286
0,Chopsticks,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz",India,2019-05-31,2019,9,101 min,"Comedies, Dramas, Independent Movies",2019.0,5.0,101,min,0.05404249988185286
1,How to Sell Drugs Online (Fast),No Info,"Maximilian Mundt, Danilo Kamperidis, Lena Klenke, Damian Hardung, Leonie Wesselow, Luna Schaller, Bjarne Mädel, Roland Riebeling",Germany,2019-05-31,2019,9,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",2019.0,5.0,1,Season,0.05404249988185286
1,Killer Ratings,No Info,,Unknown,2019-05-31,2019,9,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2019.0,5.0,1,Season,0.05404249988185286
0,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",India,2019-05-31,2006,7,135 min,"Comedies, International Movies, Music & Musicals",2019.0,5.0,135,min,0.05404249988185286
0,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natasha, Rati Agnihotri",India,2019-05-31,2004,9,124 min,"Action & Adventure, Horror Movies, International Movies",2019.0,5.0,124,min,0.05404249988185286
0,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,2019-05-31,2019,9,103 min,"Dramas, International Movies",2019.0,5.0,103,min,0.05404249988185286
0,P,Paul Spurrier,"Suangporn Jaturaphut, Opal, Dor Yodrak, Pisamai Pakdeevijit, Manthana Wannarod, Supatra Roongsawang, Narisara Sairatanee, Amy Siriya","United Kingdom, Thailand",2019-05-31,2006,9,105 min,"Horror Movies, International Movies",2019.0,5.0,105,min,0.05404249988185286
0,Pegasus,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,2019-05-31,2019,7,98 min,"Comedies, Dramas, International Movies",2019.0,5.0,98,min,0.05404249988185286
0,Ragini MMS,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",India,2019-05-31,2011,9,93 min,"Horror Movies, International Movies",2019.0,5.0,93,min,0.05404249988185286
0,Ragini MMS 2,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra",India,2019-05-31,2014,9,113 min,"Horror Movies, International Movies",2019.0,5.0,113,min,0.05404249988185286
0,Shor In the City,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",India,2019-05-31,2011,9,106 min,"Comedies, Dramas, Independent Movies",2019.0,5.0,106,min,0.05404249988185286
1,When They See Us,No Info,"Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome, Marquis Rodriguez, Jovan Adepo, Chris Chalk, Justin Cunningham, Freddy Miyares, Michael Kenneth Williams, Marsha Stephanie Blake, Kylie Bunbury, Aunjanue Ellis, Vera Farmiga, Felicity Huffman, John Leguizamo, Niecy Nash",United States,2019-05-31,2019,9,1 Season,"Crime TV Shows, TV Dramas",2019.0,5.0,1,Season,0.05404249988185286
0,Bombshell: The Hedy Lamarr Story,Alexandra Dean,Hedy Lamarr,United States,2018-05-31,2017,7,89 min,Documentaries,2018.0,5.0,89,min,0.042236327178478986
0,Without Gorky,Cosima Spender,,United Kingdom,2017-05-31,2011,7,80 min,Documentaries,2017.0,5.0,80,min,0.030430154475105116
0,My Week with Marilyn,Simon Curtis,"Michelle Williams, Kenneth Branagh, Eddie Redmayne, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker, Emma Watson, Judi Dench","United Kingdom, United States",2019-05-30,2011,6,99 min,"Dramas, Romantic Movies",2019.0,5.0,99,min,0.05404249988185286
0,Svaha: The Sixth Finger,Jang Jae-hyun,"Lee Jung-jae, Park Jung-min, Lee Jae-in, Yoo Ji-tae, Jung Jin-young, Lee Da-wit, Jin Seon-kyu, Ji Seung-hyeon, Min Tanaka",South Korea,2019-05-30,2019,7,123 min,"International Movies, Thrillers",2019.0,5.0,123,min,0.05404249988185286
0,The One I Love,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,2019-05-30,2014,6,91 min,"Comedies, Dramas, Independent Movies",2019.0,5.0,91,min,0.05404249988185286
0,Sarah Silverman A Speck of Dust,Liam Lynch,Sarah Silverman,United States,2017-05-30,2017,9,71 min,Stand-Up Comedy,2017.0,5.0,71,min,0.030430154475105116
0,All In My Family,Hao Wu,,United States,2019-05-03,2019,7,40 min,"Documentaries, LGBTQ Movies",2019.0,5.0,40,min,0.05404249988185286
1,Crime Diaries: Night Out,Felipe Cano,"Sebastián Osorio, Fabiana Medina, Laura Osma, Enrique Carriazo, Julián Román, Juliana Velásquez, Juan Pablo Urrego, Carlos Vergara, Ernesto Campos, Fabio Rubiano, Ernesto Benjumea, Jairo Camargo, Marcela Agudelo",Mexico,2019-05-03,2019,9,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019.0,5.0,1,Season,0.05404249988185286
1,Dead to Me,No Info,"Christina Applegate, Linda Cardellini, James Marsden, Max Jenkins, Sam McCarthy, Luke Roessler, Edward Asner",United States,2019-05-03,2019,9,1 Season,"TV Comedies, TV Dramas",2019.0,5.0,1,Season,0.05404249988185286
0,Despite Everything,Gabriela Tagliavini,"Blanca Suárez, Macarena García, Amaia Salamanca, Belén Cuesta, Maxi Iglesias, Juan Diego, Joaquín Climent, Carlos Bardem, Emilio Gutiérrez Caba, Tito Valverde, Teresa Rabal, Rossy de Palma, Marisa Paredes",Spain,2019-05-03,2019,9,79 min,"Comedies, International Movies, Romantic Movies",2019.0,5.0,79,min,0.05404249988185286
0,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty",United States,2019-05-03,2019,6,110 min,"Dramas, Independent Movies",2019.0,5.0,110,min,0.05404249988185286
1,Flinch,No Info,"Desiree Burch, Lloyd Griffith, Seann Walsh",United Kingdom,2019-05-03,2019,10,1 Season,Reality TV,2019.0,5.0,1,Season,0.05404249988185286
0,It's Fine,Ismail Farouk,"Saad El Soghayar, Amar, Mohamed Ramadan, Kareem Mahmoud Abdel Aziz, Ayten Amer, Aminaa Alfakharani, Genna Amr, Lotfy Labib, Mahmoud Ellithy",Unknown,2019-05-03,2012,7,101 min,"Comedies, International Movies, Music & Musicals",2019.0,5.0,101,min,0.05404249988185286
0,Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,"Lee Sun-kyun, Jeon So-nee, Park Hae-joon, Song Young-chang, Park Byung-eun, Lim Hyung-kuk, Kim Min-jae, Kwon Han-sol, Nam Mun-cheol, Lim Cheol-su",South Korea,2019-05-03,2018,9,128 min,"Dramas, International Movies, Thrillers",2019.0,5.0,128,min,0.05404249988185286
0,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",United States,2019-05-03,2019,7,110 min,"Comedies, Romantic Movies",2019.0,5.0,110,min,0.05404249988185286
1,Tuca & Bertie,No Info,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Richard E. Grant, Reggie Watts",United States,2019-05-03,2019,9,1 Season,TV Comedies,2019.0,5.0,1,Season,0.05404249988185286
1,Undercover,No Info,"Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap, Raymond Thiry, Kris Cuppens, Kevin Janssens, Huub Smit","Belgium, Netherlands",2019-05-03,2019,9,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019.0,5.0,1,Season,0.05404249988185286
0,Si saben cómo me pongo ¿pá qué me invitan?,Fernando Ayllón,"Ricardo Quevedo, Iván Marín, Freddy Beltrán, Nelson Polanía, Fabiola Posada, Liss Pereira, Jessica Sanjuan, Lina Cardona",Colombia,2018-05-03,2018,9,89 min,"Comedies, International Movies",2018.0,5.0,89,min,0.042236327178478986
0,Forever Pure,Maya Zinshtein,,"United Kingdom, Israel, Russia",2017-05-29,2016,9,87 min,"Documentaries, International Movies, Sports Movies",2017.0,5.0,87,min,0.030430154475105116
0,Rangoon,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut, Shriswara, Richard McCabe, Satoru Kawaguchi, Surendra Pal, Lin Laishram",India,2017-05-29,2017,7,153 min,"Action & Adventure, Dramas, International Movies",2017.0,5.0,153,min,0.030430154475105116
0,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",,United States,2015-05-29,2015,2,83 min,Documentaries,2015.0,5.0,83,min,0.0068178090683573694
0,Lifechanger,Justin McConnell,"Lora Burke, Jack Foley, Bill Oberst Jr., Elitsa Bako, Sam James White, Rachel Vanduzer, Steve Kasan",Canada,2019-05-28,2018,9,84 min,"Horror Movies, Independent Movies, Thrillers",2019.0,5.0,84,min,0.05404249988185286
0,The Nutcracker and the Four Realms,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",United States,2019-05-28,2018,4,99 min,Children & Family Movies,2019.0,5.0,99,min,0.05404249988185286
0,After Porn Ends,Bryce Wagoner,,United States,2019-05-27,2012,2,93 min,Documentaries,2019.0,5.0,93,min,0.05404249988185286
1,Charmed,No Info,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",United States,2019-05-27,2019,10,1 Season,"TV Dramas, TV Sci-Fi & Fantasy",2019.0,5.0,1,Season,0.05404249988185286
1,Historical Roasts,No Info,"Jeff Ross, Bob Saget, James Adomian, Rachel Feinstein, Jerry Minor, Ayden Mayeri, Jaleel White, Natasha Leggero, Yamaneika Saunders, John Stamos, Nikki Glaser, Seth Green, Fortune Feimster, Jon Lovitz, Mindy Rickles, Gilbert Gottfried, Sasheer Zamata, Brandon T. Jackson, Ryan Phillippe, Ken Marino, Bridget Everett, John Gemberling, Leonardo Nam, Josh Homme",United States,2019-05-27,2019,9,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2019.0,5.0,1,Season,0.05404249988185286
1,The Break with Michelle Wolf,No Info,,United States,2018-05-27,2018,9,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",2018.0,5.0,1,Season,0.042236327178478986
0,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",United States,2016-05-27,2016,9,109 min,"Action & Adventure, Comedies",2016.0,5.0,109,min,0.018623981771731243
1,Kiss The Series,No Info,"Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor",Unknown,2019-05-26,2016,7,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019.0,5.0,1,Season,0.05404249988185286
0,Rampant,Kim Sung-hoon,"Hyun Bin, Jang Dong-gun, Jo Woo-jin, Jeong Man-sik, Lee Sun-bin, Kim Eui-sung, Cho Dal-hwan, Seo Ji-hye, Kim Tae-woo, Kim Joo-hyuk",South Korea,2019-05-26,2018,9,122 min,"Action & Adventure, Horror Movies, International Movies",2019.0,5.0,122,min,0.05404249988185286
0,Sara's Notebook,Norberto López Amado,"Belén Rueda, Marian Álvarez, Iván Mendes, Manolo Cardona, Nick Devlin, Florin Opritescu",Spain,2018-05-26,2018,9,117 min,"Dramas, International Movies, Thrillers",2018.0,5.0,117,min,0.042236327178478986
1,Something in the Rain,No Info,"Son Ye-jin, Jung Hae-in, Jang So-yeon",South Korea,2018-05-26,2018,9,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2018.0,5.0,1,Season,0.042236327178478986
0,I Am Jane Doe,Mary Mazzio,Jessica Chastain,United States,2017-05-26,2017,7,98 min,Documentaries,2017.0,5.0,98,min,0.030430154475105116
0,Joshua: Teenager vs. Superpower,Joe Piscatella,,United States,2017-05-26,2017,7,79 min,Documentaries,2017.0,5.0,79,min,0.030430154475105116
0,Raees,Rahul Dholakia,"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub, Sheeba Chaddha, Shubham Chintamani, Shubham Tukaram, Atul Kulkarni, Narendra Jha, Jaideep Ahlawat, Sunny Leone",India,2017-05-26,2017,2,143 min,"Action & Adventure, Dramas, International Movies",2017.0,5.0,143,min,0.030430154475105116
0,War Machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",United States,2017-05-26,2017,9,123 min,"Comedies, Dramas",2017.0,5.0,123,min,0.030430154475105116
0,The Last Man on the Moon,Mark Craig,Eugene Cernan,United Kingdom,2016-05-26,2014,10,96 min,Documentaries,2016.0,5.0,96,min,0.018623981771731243
1,Sotus The Series,No Info,"Sangpotirat Perawat, Ruangroj Prachaya",Thailand,2019-05-25,2016,7,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019.0,5.0,1,Season,0.05404249988185286
1,Thackeray,No Info,,India,2019-05-25,2019,9,1 Season,TV Shows,2019.0,5.0,1,Season,0.05404249988185286
0,Colours of Passion,Ketan Mehta,"Randeep Hooda, Nandana Sen, Jim Boeven, Paresh Rawal, Tom Alter, Vikram Gokhale, Vipin Sharma, Gaurav Dwivedi",India,2018-05-25,2008,7,114 min,"Dramas, International Movies",2018.0,5.0,114,min,0.042236327178478986
0,Fernando Sanjiao: Hombre,"Raúl Campos, Jan Suter",Fernando Sanjiao,Argentina,2018-05-25,2018,9,63 min,Stand-Up Comedy,2018.0,5.0,63,min,0.042236327178478986
0,Ibiza,Alex Richanbach,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez",United States,2018-05-25,2018,9,94 min,"Comedies, Romantic Movies",2018.0,5.0,94,min,0.042236327178478986
0,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,"Steve Martin, Martin Short",United States,2018-05-25,2018,7,74 min,Stand-Up Comedy,2018.0,5.0,74,min,0.042236327178478986
0,Detour,Christopher Smith,"Tye Sheridan, Bel Powley, Emory Cohen, Gbenga Akinnagbe, Jared Abrahamson, John Lynch, Stephen Moyer","United Kingdom, South Africa",2017-05-25,2016,6,97 min,Thrillers,2017.0,5.0,97,min,0.030430154475105116
0,After Maria,Nadia Hallgren,,United States,2019-05-24,2019,10,38 min,Documentaries,2019.0,5.0,38,min,0.05404249988185286
1,Hyper HardBoiled Gourmet Report,No Info,Kazutoyo Koyabu,Unknown,2019-05-24,2017,9,1 Season,"Docuseries, International TV Shows",2019.0,5.0,1,Season,0.05404249988185286
0,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,2019-05-24,2019,9,101 min,"Dramas, Independent Movies, International Movies",2019.0,5.0,101,min,0.05404249988185286
0,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,2019-05-24,2019,7,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",2019.0,5.0,99,min,0.05404249988185286
0,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,2019-05-24,2019,9,91 min,"Horror Movies, LGBTQ Movies, Thrillers",2019.0,5.0,91,min,0.05404249988185286
1,WHAT / IF,No Info,"Renée Zellweger, Jane Levy, Blake Jenner, Keith Powers, Samantha Marie Ware, Juan Castano, Dave Annable, Saamer Usmani, Daniella Pineda, John Clarence Stewart, Louis Herthum",United States,2019-05-24,2019,9,1 Season,"TV Dramas, TV Thrillers",2019.0,5.0,1,Season,0.05404249988185286
0,Survivors Guide to Prison,Matthew Cooke,Susan Sarandon,United States,2018-05-24,2017,9,103 min,Documentaries,2018.0,5.0,103,min,0.042236327178478986
0,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer","Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",Unknown,2019-05-23,2019,9,30 min,"Comedies, Music & Musicals, Sports Movies",2019.0,5.0,30,min,0.05404249988185286
0,Arès,Jean-Patrick Benes,"Ola Rapace, Micha Lescot, Thierry Hancisse, Hélène Fillières, Ruth Vega Fernandez, Louis-Do de Lencquesaing, Eva Lallier, Emilie Gavois-Kahn",France,2017-05-23,2016,9,80 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2017.0,5.0,80,min,0.030430154475105116
0,Hasan Minhaj: Homecoming King,Christopher Storer,Hasan Minhaj,Unknown,2017-05-23,2017,9,73 min,Stand-Up Comedy,2017.0,5.0,73,min,0.030430154475105116
1,Dramaworld,No Info,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China",2016-05-23,2016,7,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",2016.0,5.0,1,Season,0.018623981771731243
0,A Tale of Two Kitchens,Trisha Ziff,,Unknown,2019-05-22,2019,8,30 min,"Documentaries, International Movies",2019.0,5.0,30,min,0.05404249988185286
0,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,2019-05-22,2018,9,137 min,"Action & Adventure, Comedies, International Movies",2019.0,5.0,137,min,0.05404249988185286
1,Mob Psycho 100,No Info,"Tatsuomi Hamada, Kazuki Namioka, Yuki Yoda, Ayumu Mochizuki, Atsushi Arai, Akio Otsuka, Moro Morooka",Japan,2018-05-22,2018,9,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2018.0,5.0,1,Season,0.042236327178478986
0,Tig Notaro Happy To Be Here,Tig Notaro,Tig Notaro,United States,2018-05-22,2018,7,58 min,Stand-Up Comedy,2018.0,5.0,58,min,0.042236327178478986
1,12 Years Promise,No Info,"So-yeon Lee, Namkoong Min, Tae-im Lee, So-hui Yoon, Won-keun Lee, Hyo-young Ryu",South Korea,2017-05-22,2014,7,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2017.0,5.0,1,Season,0.030430154475105116
1,Beating Again,No Info,"Kyung-ho Jung, So-yeon Kim, Hyun-min Yoon, Goo Jin, Hyun-joo Gong, Si-eon Lee, Yeong-gyu Park, Seok-Hwan An, Myung-Ryul Nam, Eun-ji Jo",South Korea,2017-05-22,2015,7,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2017.0,5.0,1,Season,0.030430154475105116
1,Can We Get Married?,No Info,"Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim",South Korea,2017-05-22,2012,7,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2017.0,5.0,1,Season,0.030430154475105116
0,Elizabeth at 90: A Family Tribute,John Bridcut,,United Kingdom,2017-05-22,2016,8,90 min,Documentaries,2017.0,5.0,90,min,0.030430154475105116
